Station ID,Name,Latitude,Longitude,Number of Bikes Available,Station ID.1,Name.1,Category,LatitudeB,LongitudeB,Distance
hub_527,Seedworks,43.25911119199103,-79.86361294984816,2,hub_527,Merit Brewing,Bar,43.25949,-79.867997,0.35750513525517286
hub_527,Seedworks,43.25911119199103,-79.86361294984816,2,hub_527,Saint James Espresso Bar & Eatery,Bar,43.260862,-79.866884,0.32873016312891695
hub_527,Seedworks,43.25911119199103,-79.86361294984816,2,hub_527,The Brain,Bar,43.261915,-79.867016,0.4160991929923643
hub_527,Seedworks,43.25911119199103,-79.86361294984816,2,hub_527,The French,Wine Bar,43.257347,-79.867496,0.37062285550203156
hub_527,Seedworks,43.25911119199103,-79.86361294984816,2,hub_527,Undefined,Bar,43.257392,-79.867642,0.3781513377601139
hub_527,Seedworks,43.25911119199103,-79.86361294984816,2,hub_527,Undergound,Night Club,43.256647,-79.864966,0.2951014763572804
hub_530,Cootes at York and King,43.26558132306987,-79.94965553283691,11,hub_530,Bar Or M,Bar,43.264645,-79.956751,0.5838849409435242
hub_530,Cootes at York and King,43.26558132306987,-79.94965553283691,11,hub_530,Collins Brewhouse,Pub,43.266392,-79.955149,0.4538476475902542
hub_530,Cootes at York and King,43.26558132306987,-79.94965553283691,11,hub_530,Il Fiasco Cafe & Wine Bar,Whisky Bar,43.265793,-79.954212,0.36968853659211365
hub_530,Cootes at York and King,43.26558132306987,-79.94965553283691,11,hub_530,Shawn & Ed Brewing Co,Arts and Entertainment,43.265744,-79.957728,0.653880550358889
hub_530,Cootes at York and King,43.26558132306987,-79.94965553283691,11,hub_530,Side Lounge,Bar,43.266479,-79.954746,0.42408856333280404
hub_530,Cootes at York and King,43.26558132306987,-79.94965553283691,11,hub_530,Winchester Arms,Pub,43.266652,-79.958997,0.765688234926165
hub_535,Osler at Grant,43.2595496051254,-79.9426434441838,1,hub_535,The Wee Dram,Pub,43.252487,-79.939,0.8389253189664257
hub_536,Main at Whitney,43.25205234935895,-79.93979036808014,6,hub_536,The Wee Dram,Pub,43.252487,-79.939,0.08020733580317017
hub_537,Osler at Main,43.2572539435115,-79.9342255404988,8,hub_537,The Wee Dram,Pub,43.252487,-79.939,0.6561006015968653
hub_538,Whitney at Lower Horning,43.2518522355378,-79.9354198942367,10,hub_538,The Wee Dram,Pub,43.252487,-79.939,0.29841400679565594
hub_539,Sanders at Binkley,43.25875372772543,-79.92979913949966,10,hub_539,Emerson 109,Bar,43.25446,-79.92079,0.8719167303972493
hub_539,Sanders at Binkley,43.25875372772543,-79.92979913949966,10,hub_539,Phoenix Bar & Grill,Bar,43.262878,-79.921158,0.836622114436105
hub_539,Sanders at Binkley,43.25875372772543,-79.92979913949966,10,hub_539,TwelvEighty Bar & Grill,Lounge,43.258546,-79.919307,0.8499637333180124
hub_539,Sanders at Binkley,43.25875372772543,-79.92979913949966,10,hub_539,Williams Coffee Pub,Bar,43.257365,-79.917947,0.9721342583409553
hub_540,Sanders at Hollywood,43.2599031676959,-79.9264810904732,15,hub_540,Emerson 109,Bar,43.25446,-79.92079,0.7607465201396274
hub_540,Sanders at Hollywood,43.2599031676959,-79.9264810904732,15,hub_540,Phoenix Bar & Grill,Bar,43.262878,-79.921158,0.5433390181527629
hub_540,Sanders at Hollywood,43.2599031676959,-79.9264810904732,15,hub_540,TwelvEighty Bar & Grill,Lounge,43.258546,-79.919307,0.6002304863135068
hub_540,Sanders at Hollywood,43.2599031676959,-79.9264810904732,15,hub_540,Williams Coffee Pub,Bar,43.257365,-79.917947,0.7464964756735207
hub_541,King at Cline,43.2605367847852,-79.9092948353051,7,hub_541,Kookaburra Restaurant,Bar,43.258372,-79.910003,0.24744973860796504
hub_541,King at Cline,43.2605367847852,-79.9092948353051,7,hub_541,Phoenix Bar & Grill,Bar,43.262878,-79.921158,0.995276878325665
hub_541,King at Cline,43.2605367847852,-79.9092948353051,7,hub_541,Snooty Fox,Pub,43.261816,-79.905256,0.3566433797952199
hub_541,King at Cline,43.2605367847852,-79.9092948353051,7,hub_541,TwelvEighty Bar & Grill,Lounge,43.258546,-79.919307,0.8404463900807883
hub_541,King at Cline,43.2605367847852,-79.9092948353051,7,hub_541,Williams Coffee Pub,Bar,43.257365,-79.917947,0.7844056767174363
hub_542,Sterling at Whitton,43.2622271626907,-79.9133658840373,9,hub_542,Kookaburra Restaurant,Bar,43.258372,-79.910003,0.5078571079265742
hub_542,Sterling at Whitton,43.2622271626907,-79.9133658840373,9,hub_542,Phoenix Bar & Grill,Bar,43.262878,-79.921158,0.63509916137536
hub_542,Sterling at Whitton,43.2622271626907,-79.9133658840373,9,hub_542,Snooty Fox,Pub,43.261816,-79.905256,0.6582887862083748
hub_542,Sterling at Whitton,43.2622271626907,-79.9133658840373,9,hub_542,TwelvEighty Bar & Grill,Lounge,43.258546,-79.919307,0.6316656047198681
hub_542,Sterling at Whitton,43.2622271626907,-79.9133658840373,9,hub_542,Williams Coffee Pub,Bar,43.257365,-79.917947,0.6556820556165452
hub_543,Sterling at Haddon,43.26202552179778,-79.91026729345322,8,hub_543,Kookaburra Restaurant,Bar,43.258372,-79.910003,0.40681643383983407
hub_543,Sterling at Haddon,43.26202552179778,-79.91026729345322,8,hub_543,Phoenix Bar & Grill,Bar,43.262878,-79.921158,0.8869504429208483
hub_543,Sterling at Haddon,43.26202552179778,-79.91026729345322,8,hub_543,Snooty Fox,Pub,43.261816,-79.905256,0.4064592561365562
hub_543,Sterling at Haddon,43.26202552179778,-79.91026729345322,8,hub_543,TwelvEighty Bar & Grill,Lounge,43.258546,-79.919307,0.8279722881271813
hub_543,Sterling at Haddon,43.26202552179778,-79.91026729345322,8,hub_543,Williams Coffee Pub,Bar,43.257365,-79.917947,0.8095090351438436
hub_544,Westdale Library,43.2627159943772,-79.90359663963316,4,hub_544,Kookaburra Restaurant,Bar,43.258372,-79.910003,0.7088293730969367
hub_544,Westdale Library,43.2627159943772,-79.90359663963316,4,hub_544,Snooty Fox,Pub,43.261816,-79.905256,0.1675389787504483
hub_545,Emerson at Whitney,43.2521423210113,-79.9222158171462,4,hub_545,Emerson 109,Bar,43.25446,-79.92079,0.28240119940009084
hub_545,Emerson at Whitney,43.2521423210113,-79.9222158171462,4,hub_545,TwelvEighty Bar & Grill,Lounge,43.258546,-79.919307,0.7500112054449157
hub_545,Emerson at Whitney,43.2521423210113,-79.9222158171462,4,hub_545,Williams Coffee Pub,Bar,43.257365,-79.917947,0.6758466086189149
hub_546,Rail Trail at Emerson,43.2546745875963,-79.9208028150996,3,hub_546,Emerson 109,Bar,43.25446,-79.92079,0.023883611514712463
hub_546,Rail Trail at Emerson,43.2546745875963,-79.9208028150996,3,hub_546,Kookaburra Restaurant,Bar,43.258372,-79.910003,0.9664101703629595
hub_546,Rail Trail at Emerson,43.2546745875963,-79.9208028150996,3,hub_546,Phoenix Bar & Grill,Bar,43.262878,-79.921158,0.9126311987826066
hub_546,Rail Trail at Emerson,43.2546745875963,-79.9208028150996,3,hub_546,TwelvEighty Bar & Grill,Lounge,43.258546,-79.919307,0.44720001549896476
hub_546,Rail Trail at Emerson,43.2546745875963,-79.9208028150996,3,hub_546,Williams Coffee Pub,Bar,43.257365,-79.917947,0.37813223658038064
hub_547,Westdale Village,43.26201477888108,-79.90508794784544,0,hub_547,Kookaburra Restaurant,Bar,43.258372,-79.910003,0.5678764662251268
hub_547,Westdale Village,43.26201477888108,-79.90508794784544,0,hub_547,Snooty Fox,Pub,43.261816,-79.905256,0.02595633453692266
hub_548,Rail Trail at Stroud,43.2535916384655,-79.9166152756283,11,hub_548,Emerson 109,Bar,43.25446,-79.92079,0.3516112653381674
hub_548,Rail Trail at Stroud,43.2535916384655,-79.9166152756283,11,hub_548,Kookaburra Restaurant,Bar,43.258372,-79.910003,0.7545129474140395
hub_548,Rail Trail at Stroud,43.2535916384655,-79.9166152756283,11,hub_548,TwelvEighty Bar & Grill,Lounge,43.258546,-79.919307,0.5924590719692852
hub_548,Rail Trail at Stroud,43.2535916384655,-79.9166152756283,11,hub_548,Williams Coffee Pub,Bar,43.257365,-79.917947,0.4332175946625517
hub_549,Main at Columbia College,43.2585671813327,-79.90785866975784,2,hub_549,Kookaburra Restaurant,Bar,43.258372,-79.910003,0.1749986531494073
hub_549,Main at Columbia College,43.2585671813327,-79.90785866975784,2,hub_549,Snooty Fox,Pub,43.261816,-79.905256,0.41823681732270074
hub_549,Main at Columbia College,43.2585671813327,-79.90785866975784,2,hub_549,TwelvEighty Bar & Grill,Lounge,43.258546,-79.919307,0.9270862275394947
hub_549,Main at Columbia College,43.2585671813327,-79.90785866975784,2,hub_549,Williams Coffee Pub,Bar,43.257365,-79.917947,0.827822958979434
hub_550,Longwood at King,43.2630174571678,-79.9009418422827,6,hub_550,Kookaburra Restaurant,Bar,43.258372,-79.910003,0.8973330476427973
hub_550,Longwood at King,43.2630174571678,-79.9009418422827,6,hub_550,Snooty Fox,Pub,43.261816,-79.905256,0.37401134078500786
hub_551,Longwood at Edgevale,43.2662112220324,-79.8993094512,11,hub_551,Snooty Fox,Pub,43.261816,-79.905256,0.6860776297337843
hub_553,Main at Longwood,43.25960441109783,-79.90210264921188,4,hub_553,Kookaburra Restaurant,Bar,43.258372,-79.910003,0.6542763157089737
hub_553,Main at Longwood,43.25960441109783,-79.90210264921188,4,hub_553,Snooty Fox,Pub,43.261816,-79.905256,0.35451137394714083
hub_554,Macklin at King,43.2621672804245,-79.8964982026467,4,hub_554,Snooty Fox,Pub,43.261816,-79.905256,0.7102393796936329
hub_555,McMaster Innovation Park,43.25656885270854,-79.9011692404747,4,hub_555,Kookaburra Restaurant,Bar,43.258372,-79.910003,0.7429353112193029
hub_555,McMaster Innovation Park,43.25656885270854,-79.9011692404747,4,hub_555,Ray's Place,Pub,43.252556,-79.891906,0.8728567574885354
hub_555,McMaster Innovation Park,43.25656885270854,-79.9011692404747,4,hub_555,Snooty Fox,Pub,43.261816,-79.905256,0.6707781396234761
hub_556,Dundurn Stairs,43.2465214141618,-79.8947787566411,2,hub_556,Ray's Place,Pub,43.252556,-79.891906,0.7102089383465701
hub_557,Dundurn at Aberdeen,43.251458458949,-79.89265590906143,5,hub_557,Ray's Place,Pub,43.252556,-79.891906,0.13631809744301318
hub_557,Dundurn at Aberdeen,43.251458458949,-79.89265590906143,5,hub_557,West Town Bar & Grill,Bar,43.254502,-79.886256,0.6190139987898222
hub_558,Dundurn St S,43.2548127612063,-79.8909067737901,9,hub_558,Mark's Chinese Food & Tavern,Bar,43.260901,-79.883074,0.9277093562193752
hub_558,Dundurn St S,43.2548127612063,-79.8909067737901,9,hub_558,Ray's Place,Pub,43.252556,-79.891906,0.2636659065483001
hub_558,Dundurn St S,43.2548127612063,-79.8909067737901,9,hub_558,West Town Bar & Grill,Bar,43.254502,-79.886256,0.3782245489801868
hub_559,Main at Dundurn,43.25966301112219,-79.8892092704773,2,hub_559,Absinthe Lounge,Bar,43.258547,-79.87878,0.8536206784836943
hub_559,Main at Dundurn,43.25966301112219,-79.8892092704773,2,hub_559,Arcade,Arcade,43.258171,-79.878578,0.8767525570830439
hub_559,Main at Dundurn,43.25966301112219,-79.8892092704773,2,hub_559,Doors Pub & Pizzeria,Pub,43.257353,-79.8783,0.9200153107889012
hub_559,Main at Dundurn,43.25966301112219,-79.8892092704773,2,hub_559,Mark's Chinese Food & Tavern,Bar,43.260901,-79.883074,0.5155372220841721
hub_559,Main at Dundurn,43.25966301112219,-79.8892092704773,2,hub_559,Moodys,Bar,43.258164,-79.878669,0.8696665880598231
hub_559,Main at Dundurn,43.25966301112219,-79.8892092704773,2,hub_559,Ray's Place,Pub,43.252556,-79.891906,0.8198843986521966
hub_559,Main at Dundurn,43.25966301112219,-79.8892092704773,2,hub_559,Side Bar,Lounge,43.258331,-79.877956,0.9232388783363471
hub_559,Main at Dundurn,43.25966301112219,-79.8892092704773,2,hub_559,The Strathcona,Wine Bar,43.25959,-79.878308,0.8828042761844945
hub_559,Main at Dundurn,43.25966301112219,-79.8892092704773,2,hub_559,Viva Night Club,Night Club,43.25826,-79.878871,0.8515970843761322
hub_559,Main at Dundurn,43.25966301112219,-79.8892092704773,2,hub_559,West Town Bar & Grill,Bar,43.254502,-79.886256,0.6217187641968267
hub_560,King at Dundurn,43.26240933566922,-79.88798081874847,7,hub_560,Absinthe Lounge,Bar,43.258547,-79.87878,0.8599743358750142
hub_560,King at Dundurn,43.26240933566922,-79.88798081874847,7,hub_560,Arcade,Arcade,43.258171,-79.878578,0.8954670581539413
hub_560,King at Dundurn,43.26240933566922,-79.88798081874847,7,hub_560,Mark's Chinese Food & Tavern,Bar,43.260901,-79.883074,0.4312808410752961
hub_560,King at Dundurn,43.26240933566922,-79.88798081874847,7,hub_560,Moodys,Bar,43.258164,-79.878669,0.8896225055289785
hub_560,King at Dundurn,43.26240933566922,-79.88798081874847,7,hub_560,Side Bar,Lounge,43.258331,-79.877956,0.9298632697541352
hub_560,King at Dundurn,43.26240933566922,-79.88798081874847,7,hub_560,Stonewalls,Lounge,43.263101,-79.878485,0.7727530663079529
hub_560,King at Dundurn,43.26240933566922,-79.88798081874847,7,hub_560,The Strathcona,Wine Bar,43.25959,-79.878308,0.8436785701436645
hub_560,King at Dundurn,43.26240933566922,-79.88798081874847,7,hub_560,Tonic Lounge,Night Club,43.262826,-79.877697,0.8340136870319271
hub_560,King at Dundurn,43.26240933566922,-79.88798081874847,7,hub_560,Viva Night Club,Night Club,43.25826,-79.878871,0.8700931346061482
hub_560,King at Dundurn,43.26240933566922,-79.88798081874847,7,hub_560,West Town Bar & Grill,Bar,43.254502,-79.886256,0.8902806972406166
hub_562,Charlton at Locke,43.25332704523968,-79.886634349823,8,hub_562,Absinthe Lounge,Bar,43.258547,-79.87878,0.8610969836816366
hub_562,Charlton at Locke,43.25332704523968,-79.886634349823,8,hub_562,Arcade,Arcade,43.258171,-79.878578,0.8460388900689738
hub_562,Charlton at Locke,43.25332704523968,-79.886634349823,8,hub_562,Bourbon & Brass Speakeasy,Music Venue,43.258051,-79.877955,0.877477109671395
hub_562,Charlton at Locke,43.25332704523968,-79.886634349823,8,hub_562,Doors Pub & Pizzeria,Pub,43.257353,-79.8783,0.8099144237962083
hub_562,Charlton at Locke,43.25332704523968,-79.886634349823,8,hub_562,Moodys,Bar,43.258164,-79.878669,0.8398702811611848
hub_562,Charlton at Locke,43.25332704523968,-79.886634349823,8,hub_562,Ray's Place,Pub,43.252556,-79.891906,0.43546001736427276
hub_562,Charlton at Locke,43.25332704523968,-79.886634349823,8,hub_562,Ten Decades,Bar,43.258051,-79.877955,0.877477109671395
hub_562,Charlton at Locke,43.25332704523968,-79.886634349823,8,hub_562,Vip Saturdays,Night Club,43.258051,-79.877955,0.877477109671395
hub_562,Charlton at Locke,43.25332704523968,-79.886634349823,8,hub_562,Viva Night Club,Night Club,43.25826,-79.878871,0.8343506371847724
hub_562,Charlton at Locke,43.25332704523968,-79.886634349823,8,hub_562,West Town Bar & Grill,Bar,43.254502,-79.886256,0.13419402189912155
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Absinthe Lounge,Bar,43.258547,-79.87878,0.5577338317282363
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Arcade,Arcade,43.258171,-79.878578,0.5579621009611944
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Doors Pub & Pizzeria,Pub,43.257353,-79.8783,0.5578771184607481
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Mark's Chinese Food & Tavern,Bar,43.260901,-79.883074,0.5102603649202158
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Moodys,Bar,43.258164,-79.878669,0.5507367957044382
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Side Bar,Lounge,43.258331,-79.877956,0.6113780165365161
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Ten Decades,Bar,43.258051,-79.877955,0.6021284392962399
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Vip Saturdays,Night Club,43.258051,-79.877955,0.6021284392962399
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,Viva Night Club,Night Club,43.25826,-79.878871,0.538949681378815
hub_563,Locke at Hunter,43.256556155396176,-79.88510146737099,3,hub_563,West Town Bar & Grill,Bar,43.254502,-79.886256,0.24680730300518616
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Absinthe Lounge,Bar,43.258547,-79.87878,0.5714037999687693
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Arcade,Arcade,43.258171,-79.878578,0.6152741007810458
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Gown & Gavel,Bar,43.258338,-79.877864,0.6340876297432495
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Mark's Chinese Food & Tavern,Bar,43.260901,-79.883074,0.2131253526945687
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Moodys,Bar,43.258164,-79.878669,0.6119277668983333
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Side Bar,Lounge,43.258331,-79.877956,0.6300926874876175
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Stonewalls,Lounge,43.263101,-79.878485,0.345882192636135
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,The Strathcona,Wine Bar,43.25959,-79.878308,0.5061246613666146
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Tonic Lounge,Night Club,43.262826,-79.877697,0.40809647828378415
hub_564,Locke at Napier,43.2628018805713,-79.8827367298478,4,hub_564,Viva Night Club,Night Club,43.25826,-79.878871,0.5941808024397962
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Absinthe Lounge,Bar,43.258547,-79.87878,0.8585037475516095
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Arcade,Arcade,43.258171,-79.878578,0.9032965894635978
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Elixir Lounge & Nightclub,Night Club,43.258514,-79.877755,0.8902517160857802
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Gown & Gavel,Bar,43.258338,-79.877864,0.9051092490087411
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Mark's Chinese Food & Tavern,Bar,43.260901,-79.883074,0.5648739243767309
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Moodys,Bar,43.258164,-79.878669,0.9018406234121092
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Stonewalls,Lounge,43.263101,-79.878485,0.4202147631671201
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,The Strathcona,Wine Bar,43.25959,-79.878308,0.7625826880768825
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Tonic Lounge,Night Club,43.262826,-79.877697,0.4863334991617477
hub_565,York at Inchbury,43.2659146108256,-79.8819495909127,7,hub_565,Viva Night Club,Night Club,43.25826,-79.878871,0.8869092532446404
hub_566,Aberdeen at Queen,43.2488085584277,-79.8836993988543,5,hub_566,Ray's Place,Pub,43.252556,-79.891906,0.7844754925550166
hub_566,Aberdeen at Queen,43.2488085584277,-79.8836993988543,5,hub_566,West Town Bar & Grill,Bar,43.254502,-79.886256,0.6660817999361047
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Absinthe Lounge,Bar,43.258547,-79.87878,0.7618586231970904
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Arcade,Arcade,43.258171,-79.878578,0.7273758996671589
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Bourbon & Brass Speakeasy,Music Venue,43.258051,-79.877955,0.7335488344286754
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Doors Pub & Pizzeria,Pub,43.257353,-79.8783,0.6512680023880429
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Moodys,Bar,43.258164,-79.878669,0.7242048835219952
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Side Bar,Lounge,43.258331,-79.877956,0.7621424318725073
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Ten Decades,Bar,43.258051,-79.877955,0.7335488344286754
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Vip Saturdays,Night Club,43.258051,-79.877955,0.7335488344286754
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,Viva Night Club,Night Club,43.25826,-79.878871,0.729204710683681
hub_567,Charlton at Queen,43.25200741706332,-79.88158643245697,8,hub_567,West Town Bar & Grill,Bar,43.254502,-79.886256,0.46899636439400594
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Absinthe Lounge,Bar,43.258547,-79.87878,0.5604658756004124
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Arcade,Arcade,43.258171,-79.878578,0.531842154021941
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Bourbon & Brass Speakeasy,Music Venue,43.258051,-79.877955,0.548564282215035
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Doors Pub & Pizzeria,Pub,43.257353,-79.8783,0.4699655586502882
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Moodys,Bar,43.258164,-79.878669,0.5274272541281864
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Side Bar,Lounge,43.258331,-79.877956,0.5739662944042802
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Ten Decades,Bar,43.258051,-79.877955,0.548564282215035
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Vip Saturdays,Night Club,43.258051,-79.877955,0.548564282215035
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,Viva Night Club,Night Club,43.25826,-79.878871,0.528779041081687
hub_568,H.A.A.A. Park,43.2540651616154,-79.8819466027797,5,hub_568,West Town Bar & Grill,Bar,43.254502,-79.886256,0.35236262452267847
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Arcade,Arcade,43.258171,-79.878578,0.3110684816569686
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Bourbon & Brass Speakeasy,Music Venue,43.258051,-79.877955,0.30629089362851625
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Doors Pub & Pizzeria,Pub,43.257353,-79.8783,0.22429973577348963
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Moodys,Bar,43.258164,-79.878669,0.3097679140881149
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Side Bar,Lounge,43.258331,-79.877956,0.33651691515781496
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Sizzle Steak House & Lounge,Lounge,43.258263,-79.877388,0.34273008568360924
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Ten Decades,Bar,43.258051,-79.877955,0.30629089362851625
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,The Standard Lounge,Night Club,43.258204,-79.877424,0.33556161689337444
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Vip Saturdays,Night Club,43.258051,-79.877955,0.30629089362851625
hub_569,Hunter at Hess,43.255383107655966,-79.87889617681503,13,hub_569,Viva Night Club,Night Club,43.25826,-79.878871,0.31990233051264394
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,Absinthe Lounge,Bar,43.258547,-79.87878,0.38327216086948185
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,Elixir Lounge & Nightclub,Night Club,43.258514,-79.877755,0.3751582327564277
hub_570,Queen at Peter,43.2618861338306,-79.877606006297,1,hub_570,Gown & Gavel,Bar,43.258338,-79.877864,0.3950872327325776
